SAMPLEID	INDEX_NAME	INDEX_REGION	ni_total	li_total	nt_total	nt_Achnan_Navic	nt_LOW_N	nt_HIGH_N	nt_LOW_P	nt_HIGH_P	nt_BC_1	nt_BC_2	nt_BC_3	nt_BC_4	nt_BC_5	nt_BC_12	nt_BC_45	nt_PT_1	nt_PT_2	nt_PT_3	nt_PT_4	nt_PT_5	nt_PT_12	nt_SALINITY_1	nt_SALINITY_2	nt_SALINITY_3	nt_SALINITY_4	nt_SALINITY_12	nt_SALINITY_34	nt_O_1	nt_O_2	nt_O_3	nt_O_4	nt_O_5	nt_O_345	nt_SESTONIC_HABIT	nt_BENTHIC_HABIT	nt_BAHLS_1	nt_BAHLS_2	nt_BAHLS_3	nt_TROPHIC_1	nt_TROPHIC_2	nt_TROPHIC_3	nt_TROPHIC_4	nt_TROPHIC_5	nt_TROPHIC_6	nt_TROPHIC_7	nt_TROPHIC_456	nt_SAP_1	nt_SAP_2	nt_SAP_3	nt_SAP_4	nt_SAP_5	nt_NON_N_FIXER	nt_N_FIXER	nt_HIGHLY_MOTILE	nt_MODERATELY_MOTILE	nt_NON_MOTILE	nt_SLIGHTLY_MOTILE	nt_WEAKLY_MOTILE	nt_BIG	nt_SMALL	nt_MEDIUM	nt_VERY_BIG	nt_VERY_SMALL	nt_ADNATE	nt_STALKED	nt_HIGHLY_MOTILE.1	nt_ARAPHID	nt_DIAT_CL_1	nt_DIAT_CL_2	nt_BEN_SES_1	nt_BEN_SES_2	nt_DIAT_CA_1	nt_DIAT_CA_2	nt_DIAT_COND_1	nt_DIAT_COND_2	nt_DIATAS_TN_1	nt_DIATAS_TN_2	nt_DIATAS_TP_1	nt_DIATAS_TP_2	nt_MOTILITY_1	nt_MOTILITY_2	nt_NF_1	nt_NF_2	pi_Achnan_Navic	pi_HIGH_N	pi_LOW_N	pi_HIGH_P	pi_LOW_P	pi_BC_1	pi_BC_2	pi_BC_3	pi_BC_4	pi_BC_5	pi_PT_1	pi_PT_2	pi_PT_3	pi_PT_4	pi_PT_5	pi_PT_45	pi_SALINITY_1	pi_SALINITY_2	pi_SALINITY_3	pi_SALINITY_4	pi_O_1	pi_O_2	pi_O_3	pi_O_4	pi_O_5	pi_SESTONIC_HABIT	pi_BENTHIC_HABIT	pi_BAHLS_1	pi_BAHLS_2	pi_BAHLS_3	pi_TROPHIC_1	pi_TROPHIC_2	pi_TROPHIC_3	pi_TROPHIC_4	pi_TROPHIC_5	pi_TROPHIC_6	pi_TROPHIC_7	pi_SAP_1	pi_SAP_2	pi_SAP_3	pi_SAP_4	pi_SAP_5	pi_NON_N_FIXER	pi_N_FIXER	pi_HIGHLY_MOTILE	pi_MODERATELY_MOTILE	pi_NON_MOTILE	pi_SLIGHTLY_MOTILE	pi_WEAKLY_MOTILE	pi_BIG	pi_SMALL	pi_MEDIUM	pi_VERY_BIG	pi_VERY_SMALL	pi_ADNATE	pi_STALKED	pi_HIGHLY_MOTILE.1	pi_ARAPHID	pi_DIAT_CL_1	pi_DIAT_CL_1_ASSR	pi_DIAT_CL_2	pi_BEN_SES_1	pi_BEN_SES_2	pi_DIAT_CA_1	pi_DIAT_CA_2	pi_DIAT_COND_1	pi_DIAT_COND_2	pi_DIATAS_TN_1	pi_DIATAS_TN_2	pi_DIATAS_TP_1	pi_DIATAS_TP_2	pi_MOTILITY_1	pi_MOTILITY_2	pi_NF_1	pi_NF_2	pt_Achnan_Navic	pt_HIGH_N	pt_LOW_N	pt_HIGH_P	pt_LOW_P	pt_BC_1	pt_BC_2	pt_BC_3	pt_BC_4	pt_BC_5	pt_BC_12	pt_BC_45	pt_PT_1	pt_PT_2	pt_PT_3	pt_PT_4	pt_PT_5	pt_PT_12	pt_SALINITY_1	pt_SALINITY_2	pt_SALINITY_3	pt_SALINITY_4	pt_SALINITY_34	pt_O_1	pt_O_2	pt_O_3	pt_O_4	pt_O_5	pt_O_345	pt_SESTONIC_HABIT	pt_BENTHIC_HABIT	pt_BAHLS_1	pt_BAHLS_2	pt_BAHLS_3	pt_TROPHIC_1	pt_TROPHIC_2	pt_TROPHIC_3	pt_TROPHIC_4	pt_TROPHIC_5	pt_TROPHIC_6	pt_TROPHIC_7	pt_TROPHIC_456	pt_SAP_1	pt_SAP_2	pt_SAP_3	pt_SAP_4	pt_SAP_5	pt_NON_N_FIXER	pt_N_FIXER	pt_HIGHLY_MOTILE	pt_MODERATELY_MOTILE	pt_NON_MOTILE	pt_SLIGHTLY_MOTILE	pt_WEAKLY_MOTILE	pt_BIG	pt_SMALL	pt_MEDIUM	pt_VERY_BIG	pt_VERY_SMALL	pt_ADNATE	pt_STALKED	pt_HIGHLY_MOTILE.1	pt_ARAPHID	pt_DIAT_CL_1	pt_DIAT_CL_2	pt_BEN_SES_1	pt_BEN_SES_2	pt_DIAT_CA_1	pt_DIAT_CA_2	pt_DIAT_COND_1	pt_DIAT_COND_2	pt_DIATAS_TN_1	pt_DIATAS_TN_2	pt_DIATAS_TP_1	pt_DIATAS_TP_2	pt_MOTILITY_1	pt_MOTILITY_2	pt_NF_1	pt_NF_2	nt_Sens_810	nt_RefIndicators	nt_Tol_13	pi_Sens_810	pi_RefIndicators	pi_Tol_13	pt_Sens_810	pt_RefIndicators	pt_Tol_13	wa_POLL_TOL
AB22093	IDEM_2021_Diatoms	HIN	600	6.396929655	56	12	5	21	3	16	5	3	17	19	10	8	28	1	4	1	11	5	5	2	36	4	2	38	6	10	12	10	2	0	12	1	55	2	14	23	1	1	2	8	20	1	8	29	9	23	7	2	1	56	0	9	18	9	15	4	2	24	8	3	13	11	4	28	7	2	21	55	0	12	2	5	2	14	2	15	5	22	31	0	56	19.33333333	64.5	5.666666667	21.33333333	2.833333333	4.333333333	1	29	51.16666667	12	1	1.666666667	3	57.16666667	4	61.16666667	0.666666667	80.83333333	5.333333333	1.5	15.16666667	47.66666667	16	1.166666667	0	0.666666667	99.66666667	2.333333333	14	69.33333333	0.5	0.333333333	1	12.33333333	59.66666667	0.166666667	10.83333333	11	69.83333333	5.166666667	1.5	0.166666667	100	0	7	23	9.166666667	48.5	12	3.166666667	36.33333333	5.5	4.666666667	47.66666667	21.16666667	3.833333333	32.16666667	7.166666667	1.5	12.27827588	33	99.66666667	0	52.33333333	0.666666667	8.666666667	0.666666667	49.66666667	4.166666667	21	3.333333333	26.5	71.83333333	0	100	21.42857143	37.5	8.928571429	28.57142857	5.357142857	8.928571429	5.357142857	30.35714286	33.92857143	17.85714286	14.28571429	50	1.785714286	7.142857143	1.785714286	19.64285714	8.928571429	8.928571429	3.571428571	64.28571429	7.142857143	3.571428571	10.71428571	17.85714286	21.42857143	17.85714286	3.571428571	0	21.42857143	1.785714286	98.21428571	3.571428571	25	41.07142857	1.785714286	1.785714286	3.571428571	14.28571429	35.71428571	1.785714286	14.28571429	51.78571429	16.07142857	41.07142857	12.5	3.571428571	1.785714286	100	0	16.07142857	32.14285714	16.07142857	26.78571429	7.142857143	3.571428571	42.85714286	14.28571429	5.357142857	23.21428571	19.64285714	7.142857143	50	12.5	3.571428571	37.5	98.21428571	0	21.42857143	3.571428571	8.928571429	3.571428571	25	3.571428571	26.78571429	8.928571429	39.28571429	55.35714286	0	100	13	4	10	13.33333333	3	11.28205128	23.21428571	7.142857143	17.85714286	3.920199501
AB22094	IDEM_2021_Diatoms	HIN	600	6.396929655	35	10	1	20	1	19	0	0	7	13	13	0	26	4	2	2	6	0	6	1	19	8	1	20	9	4	5	8	7	1	16	4	30	6	9	9	1	0	0	3	18	2	4	23	1	11	9	6	1	35	0	10	9	8	5	2	2	13	6	0	9	3	1	19	5	2	8	31	3	11	0	6	0	14	1	19	2	16	17	0	35	5.833333333	80.66666667	0.333333333	80	0.333333333	0	0	15.16666667	5.333333333	78.5	9	3.5	0.5	7.666666667	0	7.666666667	2	21.5	70.16666667	0.5	5.166666667	1.5	70.16666667	11	1.166666667	2.333333333	97	9.833333333	71.16666667	10.33333333	2	0	0	4.833333333	76.83333333	1.666666667	2.166666667	2	13.83333333	66.66666667	10.33333333	1.333333333	100	0	77	5.333333333	7.333333333	8.833333333	0.833333333	0.833333333	14.83333333	3.333333333	0	73.5	1	0.5	82.5	5.5	2.5	15.87802146	3.5	97.5	1.833333333	10.16666667	0	7	0	13.5	0.333333333	80	0.666666667	75.33333333	17.16666667	0	100	28.57142857	57.14285714	2.857142857	54.28571429	2.857142857	0	0	20	37.14285714	37.14285714	0	74.28571429	11.42857143	5.714285714	5.714285714	17.14285714	0	17.14285714	2.857142857	54.28571429	22.85714286	2.857142857	25.71428571	11.42857143	14.28571429	22.85714286	20	2.857142857	45.71428571	11.42857143	85.71428571	17.14285714	25.71428571	25.71428571	2.857142857	0	0	8.571428571	51.42857143	5.714285714	11.42857143	65.71428571	2.857142857	31.42857143	25.71428571	17.14285714	2.857142857	100	0	28.57142857	25.71428571	22.85714286	14.28571429	5.714285714	5.714285714	37.14285714	17.14285714	0	25.71428571	8.571428571	2.857142857	54.28571429	14.28571429	5.714285714	22.85714286	88.57142857	8.571428571	31.42857143	0	17.14285714	0	40	2.857142857	54.28571429	5.714285714	45.71428571	48.57142857	0	100	4	2	11	2.027027027	0.833333333	10.13513514	11.42857143	5.714285714	31.42857143	2.330645161
AB22095	IDEM_2021_Diatoms	HIN	600	6.396929655	57	12	1	29	1	29	3	3	8	24	16	6	40	5	3	4	7	1	8	3	30	11	1	33	12	4	7	17	8	1	26	14	43	7	16	18	1	0	0	7	27	3	4	37	3	17	13	8	1	57	0	11	17	17	8	3	3	25	11	0	13	5	2	28	4	2	13	44	12	9	0	5	0	17	1	29	1	24	30	0	57	11	70.5	1.666666667	70.16666667	1.666666667	0.833333333	1.333333333	9	17.16666667	63.83333333	10	4.166666667	1.333333333	7.333333333	0.666666667	8	4.333333333	31.83333333	51.5	0.166666667	5.666666667	8	45	12.66666667	9.666666667	17.66666667	78	10.83333333	57.5	13.16666667	3	0	0	5.5	66.16666667	4.666666667	3	3.833333333	17.5	43.83333333	18.33333333	2.833333333	100	0	49.5	11.33333333	21	11	2.166666667	1.5	28.83333333	8	0	51.5	4	1.833333333	60	3.5	0.666666667	8.174065319	8	78.16666667	16.83333333	11.66666667	0	3	0	28.33333333	1.666666667	70.16666667	1.666666667	54.33333333	34.83333333	0	100	21.05263158	50.87719298	1.754385965	50.87719298	1.754385965	5.263157895	5.263157895	14.03508772	42.10526316	28.07017544	10.52631579	70.1754386	8.771929825	5.263157895	7.01754386	12.28070175	1.754385965	14.03508772	5.263157895	52.63157895	19.29824561	1.754385965	21.05263158	7.01754386	12.28070175	29.8245614	14.03508772	1.754385965	45.61403509	24.56140351	75.43859649	12.28070175	28.07017544	31.57894737	1.754385965	0	0	12.28070175	47.36842105	5.263157895	7.01754386	64.9122807	5.263157895	29.8245614	22.80701754	14.03508772	1.754385965	100	0	19.29824561	29.8245614	29.8245614	14.03508772	5.263157895	5.263157895	43.85964912	19.29824561	0	22.80701754	8.771929825	3.50877193	49.12280702	7.01754386	3.50877193	22.80701754	77.19298246	21.05263158	15.78947368	0	8.771929825	0	29.8245614	1.754385965	50.87719298	1.754385965	42.10526316	52.63157895	0	100	7	2	23	5.281690141	2.333333333	29.40140845	12.28070175	3.50877193	40.35087719	2.340425532
AB22096	IDEM_2021_Diatoms	HIN	600	6.396929655	35	10	0	18	0	20	3	0	2	17	11	3	28	5	3	3	1	1	8	3	17	7	0	20	7	7	2	7	7	1	15	2	33	7	13	8	1	1	2	5	14	1	2	20	3	8	6	6	1	35	0	11	15	3	4	1	2	13	7	0	9	1	1	27	1	0	7	33	1	9	0	3	1	12	0	20	0	23	8	0	35	41	58.66666667	0	79.5	0	0.666666667	0	0.833333333	50.83333333	46.5	23.5	11.66666667	7.833333333	0.5	0.166666667	0.666666667	6.833333333	54.66666667	8.666666667	0	3.666666667	9.333333333	22	26.33333333	1.666666667	1.833333333	97.5	26	24.66666667	31.83333333	5.333333333	0.166666667	1.666666667	9.333333333	30.33333333	14.66666667	1.5	7	12.33333333	21.66666667	12.5	14.66666667	100	0	37.16666667	49.83333333	2	8.833333333	1.333333333	0.5	43.16666667	39.83333333	0	14.83333333	1.333333333	0.333333333	88.16666667	0.166666667	0	0	10.5	97.5	1.666666667	18.33333333	0	3	0.166666667	46.5	0	79.5	0	71.33333333	20.16666667	0	100	28.57142857	51.42857143	0	57.14285714	0	8.571428571	0	5.714285714	48.57142857	31.42857143	8.571428571	80	14.28571429	8.571428571	8.571428571	2.857142857	2.857142857	22.85714286	8.571428571	48.57142857	20	0	20	20	5.714285714	20	20	2.857142857	42.85714286	5.714285714	94.28571429	20	37.14285714	22.85714286	2.857142857	2.857142857	5.714285714	14.28571429	40	2.857142857	5.714285714	57.14285714	8.571428571	22.85714286	17.14285714	17.14285714	2.857142857	100	0	31.42857143	42.85714286	8.571428571	11.42857143	2.857142857	5.714285714	37.14285714	20	0	25.71428571	2.857142857	2.857142857	77.14285714	2.857142857	0	20	94.28571429	2.857142857	25.71428571	0	8.571428571	2.857142857	34.28571429	0	57.14285714	0	65.71428571	22.85714286	0	100	8	2	9	11.26279863	1.5	16.55290102	22.85714286	5.714285714	25.71428571	1.675572519
AB22097	IDEM_2021_Diatoms	HIN	600	6.396929655	61	13	4	27	5	28	4	3	11	25	14	7	39	5	4	3	7	4	9	5	37	11	1	42	12	9	9	17	9	1	27	12	51	8	18	19	2	0	4	6	28	3	6	37	4	20	15	9	1	61	0	14	14	13	15	5	4	25	7	1	17	11	3	25	2	0	18	51	10	10	0	4	3	16	3	28	5	20	40	0	61	17.16666667	55.5	8.5	55.5	8.666666667	2.5	1.666666667	23.5	19.16666667	50.5	11.5	6.5	2.166666667	17.5	1.166666667	18.66666667	7.166666667	50.66666667	38.33333333	1	20	8.666666667	34.16666667	17.5	5.833333333	12.83333333	88.33333333	14	40.16666667	30.66666667	5.5	0	3.333333333	10.5	51.66666667	3.5	10	5.833333333	33	36	17.33333333	1.833333333	100	0	40.33333333	8.666666667	22.16666667	24.83333333	4	0.833333333	27.83333333	6.5	0.166666667	58.33333333	11.5	1	47	10.33333333	0	0	16.33333333	88.33333333	11.66666667	14.5	0	2	1.5	27.5	7.666666667	55.5	8.666666667	42.66666667	48.66666667	0	100	21.31147541	44.26229508	6.557377049	45.90163934	8.196721311	6.557377049	4.918032787	18.03278689	40.98360656	22.95081967	11.47540984	63.93442623	8.196721311	6.557377049	4.918032787	11.47540984	6.557377049	14.75409836	8.196721311	60.6557377	18.03278689	1.639344262	19.67213115	14.75409836	14.75409836	27.86885246	14.75409836	1.639344262	44.26229508	19.67213115	83.60655738	13.1147541	29.50819672	31.14754098	3.278688525	0	6.557377049	9.836065574	45.90163934	4.918032787	9.836065574	60.6557377	6.557377049	32.78688525	24.59016393	14.75409836	1.639344262	100	0	22.95081967	22.95081967	21.31147541	24.59016393	8.196721311	6.557377049	40.98360656	11.47540984	1.639344262	27.86885246	18.03278689	4.918032787	40.98360656	3.278688525	0	29.50819672	83.60655738	16.39344262	16.39344262	0	6.557377049	4.918032787	26.2295082	4.918032787	45.90163934	8.196721311	32.78688525	65.57377049	0	100	16	7	13	11.48648649	8.666666667	26.35135135	26.2295082	11.47540984	21.31147541	2.751072961
AB22098	IDEM_2021_Diatoms	LON	600	6.396929655	43	9	7	16	5	15	2	6	9	13	9	8	22	3	2	2	6	2	5	2	26	6	1	28	7	7	5	11	4	1	16	2	40	4	11	19	0	0	4	4	18	1	4	23	2	15	7	5	1	43	0	6	16	5	12	3	1	20	7	1	10	8	4	21	3	1	17	40	2	8	0	3	1	9	6	15	5	17	24	0	43	14.5	33.83333333	14	11	13.66666667	2.5	4.333333333	14	27.16666667	46.5	39.66666667	2.333333333	1.333333333	32.16666667	1	33.16666667	2.666666667	83.33333333	5	0.333333333	13.5	22	11	39.83333333	0.166666667	0.333333333	96.16666667	39.83333333	9.333333333	43.16666667	0	0	4.333333333	3.5	32.5	0.166666667	9.833333333	0.666666667	40.16666667	7.833333333	40	0.166666667	100	0	9.166666667	6.833333333	2.666666667	74.5	3.333333333	0.333333333	13	4.333333333	0.333333333	77.5	15.83333333	1.666666667	15.83333333	2.166666667	0.333333333	5.776715014	21.5	96.16666667	0.333333333	23	0	0.666666667	0.166666667	25	13.83333333	11	13.66666667	14.16666667	43	0	100	20.93023256	37.20930233	16.27906977	34.88372093	11.62790698	4.651162791	13.95348837	20.93023256	30.23255814	20.93023256	18.60465116	51.1627907	6.976744186	4.651162791	4.651162791	13.95348837	4.651162791	11.62790698	4.651162791	60.46511628	13.95348837	2.325581395	16.27906977	16.27906977	11.62790698	25.58139535	9.302325581	2.325581395	37.20930233	4.651162791	93.02325581	9.302325581	25.58139535	44.18604651	0	0	9.302325581	9.302325581	41.86046512	2.325581395	9.302325581	53.48837209	4.651162791	34.88372093	16.27906977	11.62790698	2.325581395	100	0	13.95348837	37.20930233	11.62790698	27.90697674	6.976744186	2.325581395	46.51162791	16.27906977	2.325581395	23.25581395	18.60465116	9.302325581	48.8372093	6.976744186	2.325581395	39.53488372	93.02325581	4.651162791	18.60465116	0	6.976744186	2.325581395	20.93023256	13.95348837	34.88372093	11.62790698	39.53488372	55.81395349	0	100	18	6	9	21.35416667	12.16666667	4.513888889	41.86046512	13.95348837	20.93023256	2.379084967
AB22099	IDEM_2021_Diatoms	HIN	600	6.396929655	49	10	3	18	3	20	7	2	5	16	13	9	28	5	3	3	2	2	8	4	26	4	0	30	4	7	5	10	5	0	15	0	48	6	14	10	1	1	3	4	15	2	5	21	3	11	8	6	1	49	0	12	21	0	13	2	2	15	8	0	12	3	4	32	0	1	14	48	0	7	1	1	3	12	2	20	3	29	16	0	49	10.5	16.66666667	3.5	14.33333333	3.5	14	0.666666667	6.5	9.666666667	18.5	9.666666667	1.166666667	1.666666667	0.833333333	0.5	1.333333333	44.16666667	24	1.666666667	0	45.33333333	1.666666667	8.666666667	10	0	0	95.5	12.33333333	11.83333333	9.833333333	1.166666667	2.666666667	1.166666667	1.666666667	7.333333333	1.5	7.166666667	2.166666667	5.666666667	3.833333333	13.16666667	1.333333333	100	0	6.333333333	61.83333333	0	23.5	3.833333333	1.166666667	13.33333333	13	0	20.33333333	5	2.5	63.83333333	0	1.166666667	10.82234793	8.666666667	95.5	0	4.666666667	0.166666667	1.166666667	3.833333333	12.83333333	0.666666667	14.33333333	3.5	62.5	23.66666667	0	100	20.40816327	36.73469388	6.12244898	40.81632653	6.12244898	14.28571429	4.081632653	10.20408163	32.65306122	26.53061224	18.36734694	57.14285714	10.20408163	6.12244898	6.12244898	4.081632653	4.081632653	16.32653061	8.163265306	53.06122449	8.163265306	0	8.163265306	14.28571429	10.20408163	20.40816327	10.20408163	0	30.6122449	0	97.95918367	12.24489796	28.57142857	20.40816327	2.040816327	2.040816327	6.12244898	8.163265306	30.6122449	4.081632653	10.20408163	42.85714286	6.12244898	22.44897959	16.32653061	12.24489796	2.040816327	100	0	24.48979592	42.85714286	0	26.53061224	4.081632653	4.081632653	30.6122449	16.32653061	0	24.48979592	6.12244898	8.163265306	65.30612245	0	2.040816327	28.57142857	97.95918367	0	14.28571429	2.040816327	2.040816327	6.12244898	24.48979592	4.081632653	40.81632653	6.12244898	59.18367347	32.65306122	0	100	16	8	6	70.97378277	14.5	4.119850187	32.65306122	16.32653061	12.24489796	1.65060241
AB22100	IDEM_2021_Diatoms	HIN	600	6.396929655	35	8	2	19	1	22	0	3	3	11	15	3	26	4	3	3	1	0	7	2	17	8	0	19	8	3	3	9	6	1	16	2	32	7	14	4	1	0	2	0	15	3	4	18	2	5	11	7	1	35	0	15	10	2	6	1	0	9	7	0	8	3	1	24	0	1	7	32	2	9	0	6	2	12	2	22	1	23	10	0	35	10.33333333	48.5	0.666666667	55	0.333333333	0	0.833333333	2.5	43.16666667	51.16666667	8	4	33.5	2.166666667	0	2.166666667	1.666666667	53	39.16666667	0	0.833333333	5.166666667	68.16666667	10	3.833333333	6.833333333	91.5	43	41.16666667	2.333333333	1.5	0	0.333333333	0	79.83333333	4.833333333	1	1.666666667	7.666666667	67	12.16666667	1.666666667	100	0	71.33333333	11.33333333	6.833333333	7.666666667	1.166666667	0	12	12.33333333	0	35	0.833333333	0.166666667	83.33333333	0	0.333333333	5.776715014	1.666666667	91.5	6.833333333	45.33333333	0	36.33333333	0.666666667	19.66666667	0.666666667	55	0.333333333	47.33333333	45	0	100	22.85714286	54.28571429	5.714285714	62.85714286	2.857142857	0	8.571428571	8.571428571	31.42857143	42.85714286	8.571428571	74.28571429	11.42857143	8.571428571	8.571428571	2.857142857	0	20	5.714285714	48.57142857	22.85714286	0	22.85714286	8.571428571	8.571428571	25.71428571	17.14285714	2.857142857	45.71428571	5.714285714	91.42857143	20	40	11.42857143	2.857142857	0	5.714285714	0	42.85714286	8.571428571	11.42857143	51.42857143	5.714285714	14.28571429	31.42857143	20	2.857142857	100	0	42.85714286	28.57142857	5.714285714	17.14285714	2.857142857	0	25.71428571	20	0	22.85714286	8.571428571	2.857142857	68.57142857	0	2.857142857	20	91.42857143	5.714285714	25.71428571	0	17.14285714	5.714285714	34.28571429	5.714285714	62.85714286	2.857142857	65.71428571	28.57142857	0	100	5	3	13	1.86440678	1	52.20338983	14.28571429	8.571428571	37.14285714	2.625874126
AB22515	IDEM_2021_Diatoms	LON	600	6.396929655	45	15	3	20	2	19	3	1	10	18	12	4	30	3	3	1	7	1	6	2	20	9	1	22	10	4	6	10	5	0	15	2	44	6	20	11	1	1	1	4	18	1	4	23	2	10	10	4	1	45	0	11	20	3	9	2	4	18	11	0	9	6	1	32	2	2	12	44	1	14	0	6	1	16	2	19	2	26	15	0	45	13.16666667	22	1	17.83333333	0.666666667	2	0.333333333	5.666666667	24	63.83333333	56.66666667	0.833333333	0.5	13.66666667	0.5	14.16666667	1.666666667	76	5.666666667	1	1.5	12.66666667	6.5	58	0	0.333333333	99.83333333	59.33333333	16.83333333	19.16666667	1.5	0.166666667	0.333333333	4.333333333	18.5	0.166666667	2	1.666666667	15.33333333	4.666666667	58.5	0.166666667	100	0	9.333333333	15.66666667	0.5	73.33333333	1.166666667	1.166666667	15.16666667	12.16666667	0	68.5	6.666666667	0.333333333	28.16666667	0.333333333	1	10.01674212	8.5	99.83333333	0.166666667	16.5	0	2.5	0.333333333	18.83333333	0.833333333	17.83333333	0.666666667	24.5	17.66666667	0	100	33.33333333	44.44444444	6.666666667	42.22222222	4.444444444	6.666666667	2.222222222	22.22222222	40	26.66666667	8.888888889	66.66666667	6.666666667	6.666666667	2.222222222	15.55555556	2.222222222	13.33333333	4.444444444	44.44444444	20	2.222222222	22.22222222	8.888888889	13.33333333	22.22222222	11.11111111	0	33.33333333	4.444444444	97.77777778	13.33333333	44.44444444	24.44444444	2.222222222	2.222222222	2.222222222	8.888888889	40	2.222222222	8.888888889	51.11111111	4.444444444	22.22222222	22.22222222	8.888888889	2.222222222	100	0	24.44444444	44.44444444	6.666666667	20	4.444444444	8.888888889	40	24.44444444	0	20	13.33333333	2.222222222	71.11111111	4.444444444	4.444444444	26.66666667	97.77777778	2.222222222	31.11111111	0	13.33333333	2.222222222	35.55555556	4.444444444	42.22222222	4.444444444	57.77777778	33.33333333	0	100	7	3	15	3.333333333	1	13.83333333	15.55555556	6.666666667	33.33333333	1.621247113
AB22516	IDEM_2021_Diatoms	HIN	600	6.396929655	54	14	3	23	3	22	4	2	8	23	14	6	36	2	4	1	10	4	6	1	30	10	2	31	12	3	10	15	3	1	19	3	52	4	20	15	2	0	1	3	25	2	4	30	5	17	11	3	1	54	0	20	18	4	9	3	4	18	11	1	9	6	2	38	1	0	14	52	2	15	0	5	1	16	2	22	3	35	17	0	54	24.66666667	54	2.666666667	38.33333333	2.666666667	1.5	1.5	8.166666667	47.16666667	39	18	4.833333333	0.833333333	23.83333333	2	25.83333333	5.166666667	67	16.66666667	3.5	2.833333333	19	20.83333333	19.66666667	5.666666667	8.333333333	93.66666667	21.66666667	36.83333333	28.83333333	6.5	0	0.166666667	0.833333333	47.83333333	0.833333333	13.33333333	7.666666667	37	17.33333333	23.66666667	0.166666667	100	0	24.33333333	23.33333333	8.5	33.66666667	10.16666667	3.333333333	41	10.5	0.333333333	35	8.666666667	7.333333333	47.83333333	0.166666667	0	0	21.83333333	93.66666667	6.333333333	24.16666667	0	3.166666667	0.166666667	45	2.5	38.33333333	2.666666667	46.16666667	35.66666667	0	100	25.92592593	42.59259259	5.555555556	40.74074074	5.555555556	7.407407407	3.703703704	14.81481481	42.59259259	25.92592593	11.11111111	66.66666667	3.703703704	7.407407407	1.851851852	18.51851852	7.407407407	11.11111111	1.851851852	55.55555556	18.51851852	3.703703704	22.22222222	5.555555556	18.51851852	27.77777778	5.555555556	1.851851852	35.18518519	5.555555556	96.2962963	7.407407407	37.03703704	27.77777778	3.703703704	0	1.851851852	5.555555556	46.2962963	3.703703704	7.407407407	55.55555556	9.259259259	31.48148148	20.37037037	5.555555556	1.851851852	100	0	37.03703704	33.33333333	7.407407407	16.66666667	5.555555556	7.407407407	33.33333333	20.37037037	1.851851852	16.66666667	11.11111111	3.703703704	70.37037037	1.851851852	0	25.92592593	96.2962963	3.703703704	27.77777778	0	9.259259259	1.851851852	29.62962963	3.703703704	40.74074074	5.555555556	64.81481481	31.48148148	0	100	11	2	12	6.02006689	2.5	19.39799331	20.37037037	3.703703704	22.22222222	2.737373737
AB22517	IDEM_2021_Diatoms	HIN	600	6.396929655	37	10	3	22	2	14	0	2	11	16	8	2	24	2	4	1	10	1	6	2	22	4	0	24	4	1	9	11	3	0	14	0	37	3	14	11	1	0	0	4	17	0	4	21	2	13	8	3	0	37	0	9	14	1	10	3	4	16	5	0	10	6	2	24	1	1	12	37	0	8	0	3	1	15	2	14	2	20	15	0	37	14.83333333	35.66666667	1.833333333	21.83333333	1.5	0	0.666666667	8.166666667	38.16666667	53	49	7.666666667	0.166666667	22.83333333	0.333333333	23.16666667	0.666666667	79.5	3.333333333	0	1.166666667	20.66666667	9.833333333	50.66666667	0	0	100	49.66666667	13.66666667	29.66666667	0.166666667	0	0	4.833333333	29.83333333	0	2.166666667	0.666666667	23.66666667	9	49.33333333	0	100	0	10.5	16.66666667	0.333333333	68	4.5	1.833333333	18.33333333	9.166666667	0	67.16666667	7.333333333	3.5	30.5	0.333333333	0.5	7.076973666	15.33333333	100	0	15.33333333	0	1.833333333	0.333333333	29.33333333	1.5	21.83333333	1.5	28.66666667	24.83333333	0	100	27.02702703	59.45945946	8.108108108	37.83783784	5.405405405	0	5.405405405	29.72972973	43.24324324	21.62162162	5.405405405	64.86486486	5.405405405	10.81081081	2.702702703	27.02702703	2.702702703	16.21621622	5.405405405	59.45945946	10.81081081	0	10.81081081	2.702702703	24.32432432	29.72972973	8.108108108	0	37.83783784	0	100	8.108108108	37.83783784	29.72972973	2.702702703	0	0	10.81081081	45.94594595	0	10.81081081	56.75675676	5.405405405	35.13513514	21.62162162	8.108108108	0	100	0	24.32432432	37.83783784	2.702702703	27.02702703	8.108108108	10.81081081	43.24324324	13.51351351	0	27.02702703	16.21621622	5.405405405	64.86486486	2.702702703	2.702702703	32.43243243	100	0	21.62162162	0	8.108108108	2.702702703	40.54054054	5.405405405	37.83783784	5.405405405	54.05405405	40.54054054	0	100	7	2	10	4	1.5	10.33333333	18.91891892	5.405405405	27.02702703	1.972916667
